Organization_id,VerantwoordelijkeTeam_id,Verantwoordelijke_id,Process_id,Processmodel_id,Procedure,BehandelendTeam_id,Behandelaar_id,Zaak_id,Zaaktype_id,When,Change,Is_heropend
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,22c55626-c79c-42d5-c0b1-08dbaf480e5e,dafd2996-6146-4217-9f88-1661ae148e75,,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,55c7d0a2-70a7-4439-8ffc-71e5ab3a349f,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,f4dfbcd2-1c79-4a1f-c0b2-08dbaf480e5e,dafd2996-6146-4217-9f88-1661ae148e75,,a0fa4351-b809-445f-979f-08d951b830a8,,f4f0fd9a-f0ed-4084-bb88-7eb5b4b40474,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,b2effe75-fe75-46c0-ab0a-08dbaf6d68bf,74b387ec-2e16-4aae-a927-bdca4bb8982b,,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,74856484-84bf-4297-9628-c6e829117501,84c1ef9c-3751-4dde-98ff-e2ba053f2550,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,ac3a7a48-908c-42ea-860f-08dbaf8bed55,,5e40348d-5ef0-4575-b7f2-08dbaf4b1f7b,dafd2996-6146-4217-9f88-1661ae148e75,,87b95007-33a7-4900-edab-08d8d8ac778a,2944a921-6a13-48e2-c7eb-08db2467e130,f7766c99-5571-4fee-bd01-207b4793d0c6,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,ac3a7a48-908c-42ea-860f-08dbaf8bed55,,c0e39c17-c0ac-43cd-c0c2-08dbaf480e5e,dafd2996-6146-4217-9f88-1661ae148e75,,ac3a7a48-908c-42ea-860f-08dbaf8bed55,2944a921-6a13-48e2-c7eb-08db2467e130,bc06514e-b6b5-4496-a2c6-a9f778c00b23,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,c3ae6d70-6079-4c15-b7f3-08dbaf4b1f7b,dafd2996-6146-4217-9f88-1661ae148e75,,50101747-23ba-4a62-4c5b-08db6b313f0c,,98692cd6-d99b-4da4-838e-8b0099c12964,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,ccd7dac1-8826-49d8-c0bf-08dbaf480e5e,dafd2996-6146-4217-9f88-1661ae148e75,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,2944a921-6a13-48e2-c7eb-08db2467e130,33391eeb-c034-4dc7-b197-f297890d0668,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,20ebce79-a43e-4ba1-c0be-08dbaf480e5e,dafd2996-6146-4217-9f88-1661ae148e75,,ac3a7a48-908c-42ea-860f-08dbaf8bed55,2944a921-6a13-48e2-c7eb-08db2467e130,755e7cea-1745-4552-b03a-6fd152d4f1bb,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.890,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,1c5d6015-72c8-42de-b11a-08dbaf713c42,dafd2996-6146-4217-9f88-1661ae148e75,,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,6a9d052b-d4b0-47b8-8ff7-8648010f0ac0,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.891,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,e50ae5c2-4a76-4d69-c395-08dbcd66e989,7b3d940b-e6e2-480e-9999-6155fe6414cc,,a0fa4351-b809-445f-979f-08d951b830a8,,5c3fcb75-d244-4777-9a3d-376fca923940,efcd165c-9500-41fd-a11e-f20cded1756f,2025-04-29 16:39:24.970,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,f67c7018-9126-4d43-1766-08db7c9e4964,dafd2996-6146-4217-9f88-1661ae148e75,,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,10d84a16-23ce-4750-8240-f9b0c4c0a1c5,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:24.975,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,dc701052-1f24-450d-41e0-08dbba6c6665,5653b522-e459-4ce4-9f6f-a8211e7e8a3a,,a0fa4351-b809-445f-979f-08d951b830a8,,de7b67c5-6329-4e1e-bdbf-52698e5f46e3,b4240784-2763-47d1-bdee-3de49f6306b0,2025-04-29 16:39:34.793,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,8d7d2255-be62-49ae-d3df-08dbba633ca2,dafd2996-6146-4217-9f88-1661ae148e75,,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,9997aa23-81e2-4d8e-8be0-7ce194186e54,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:34.806,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,7260e037-7bf5-4aef-edac-08d8d8ac778a,,7b98275c-30d3-4b89-1e12-08dbc88b6fe5,f20b0a7b-7494-4155-82cc-aa5230b259f7,,7260e037-7bf5-4aef-edac-08d8d8ac778a,c42b94b1-db6b-4618-21f5-08dab19b17fc,6c107fbb-1bff-4948-970a-907a7cb18d18,6577ba17-7166-42c3-91c1-5a87508cde23,2025-04-29 16:39:35.284,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,d8e53cef-9935-4688-6998-08dbc7748ac7,dafd2996-6146-4217-9f88-1661ae148e75,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,861612cf-c701-4d5e-8f24-ea3e2a5320f8,f24154fd-5f45-4ef2-9248-ef061e248541,2025-04-29 16:39:35.432,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,b037545a-ce0f-49bd-3bde-08daefface54,71197b3d-46b7-449d-ad28-b9ee8fee7cee,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,110e4bf4-e3df-4dbd-8fa4-e3e0f0f8038e,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-04-29 16:39:42.245,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,bb0bee8c-8b3c-4fb1-3c22-08daefface54,71197b3d-46b7-449d-ad28-b9ee8fee7cee,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,45324156-1e3d-42ad-9527-95bb8753ed80,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-04-29 16:39:42.274,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,d74eb471-ebe0-49f3-e134-08d9f69f31a8,403b7729-d216-448e-a837-4f877eab0e61,,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,2dbd6043-d088-43a4-b2cd-25f2a0a7da33,733172c2-004e-439a-95b6-5aa0eb5fe1f9,2025-04-29 16:39:45.179,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,9db6451d-d8c9-4399-5c44-08db090d4bb1,1cb92802-efbc-47bb-8b9e-6326492643b5,Regulier,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,dcb7ce95-9162-44f2-b9d5-631c5c861a4e,d294a646-68b0-4992-825f-a0fabcd4a180,2025-04-29 16:39:55.266,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,acc6cfdc-3309-4a7c-4319-08db20d3b801,4f5bc615-2f9a-431e-988b-05c0038d3c89,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,277f0422-3eac-4f8b-add3-850ec360a8f2,b1d17839-49ea-4759-9490-07b2fc49dabe,2025-04-29 16:39:55.328,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,a13cb0be-b1ca-4e82-fa4c-08dc3da98c7f,384c4a36-98cb-4cda-9bcb-710241c30701,,a0fa4351-b809-445f-979f-08d951b830a8,,30462a07-c091-4580-b323-72ad1870e185,c072ad69-04f6-4942-9cb0-c547c795fd2e,2025-04-29 16:39:55.443,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,2435c36d-ca8c-4ae2-edaa-08d8d8ac778a,,1b5f4f36-2a7c-4cbb-7a4e-08dc394f5ab3,b183ef4c-9424-497c-a29e-081dd75c7ed2,Regulier,2435c36d-ca8c-4ae2-edaa-08d8d8ac778a,,d3017343-7042-458c-86c9-9446e24ccb26,744d2e30-c4da-4d55-8ea2-889516effa5b,2025-04-29 16:39:55.443,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,adae3b56-0c47-4229-36e5-08db20d3b801,b1cef030-c8d4-42e4-b67d-39ab93c51ca2,Regulier,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,2016f101-7268-44f2-bcfd-f6ea76aea403,d4771f31-881d-442a-b8dc-4bc3adf0d6ef,2025-04-29 16:39:55.514,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,f75dcf4b-53d1-4118-3847-08db20d3b801,b021b268-b23d-4213-8d1f-b23d75e45a7e,Regulier,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,0192c75e-e340-4903-002f-08d853345263,f41c4fbb-4cbe-4f70-8969-2e6d3f8700bc,49d0e580-2902-4afe-a747-5d8889632b93,2025-04-29 16:39:55.644,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,376f0dcd-851d-4c37-1faa-08db0478122b,71197b3d-46b7-449d-ad28-b9ee8fee7cee,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,798ac68f-f44d-4743-bfc8-bdbc6c51abc8,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-04-29 16:39:56.845,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,08dad189-bd5f-461e-edb0-08d8d8ac778a,,a9c69767-f1ee-4aec-2b75-08db05f4c786,4d1cd921-82c8-41b6-a399-8b935930368e,,08dad189-bd5f-461e-edb0-08d8d8ac778a,3bc5f989-8863-4a5d-a51f-08da5296578b,d9f5e12e-bfab-4292-998f-fe55d92dbb83,3a28e9c6-6c1a-4110-9576-104348848b86,2025-04-29 16:39:56.845,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,08dad189-bd5f-461e-edb0-08d8d8ac778a,,6fac7298-0736-435f-fdad-08db20c8cb75,dccd6cba-fb6b-4b57-b363-c9ce5b65ed72,,08dad189-bd5f-461e-edb0-08d8d8ac778a,,224d96ca-1d6a-4090-9ee9-bf53f1b1b49e,879e6cee-4576-4254-ac2c-7366e3270849,2025-04-29 16:39:57.239,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,3c8b0dd3-6be2-49b8-9c73-08dafef9e4d4,71197b3d-46b7-449d-ad28-b9ee8fee7cee,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,9b45b0ab-7c19-468a-8807-6aba3a448917,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-04-29 16:39:58.063,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,5506547a-bfc0-40db-9c72-08dafef9e4d4,71197b3d-46b7-449d-ad28-b9ee8fee7cee,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,dd8b3edb-1376-4996-8c6e-585c187872de,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-04-29 16:39:58.063,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,87b95007-33a7-4900-edab-08d8d8ac778a,,207def0f-d2a5-4bc7-9ca5-08dafef9e4d4,71197b3d-46b7-449d-ad28-b9ee8fee7cee,,87b95007-33a7-4900-edab-08d8d8ac778a,,b6d624fe-e368-4e79-8eba-68c6a46e3e10,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-04-29 16:39:58.065,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,2435c36d-ca8c-4ae2-edaa-08d8d8ac778a,,976e628c-8491-49c2-ab5b-08dabdacc54a,3c17ab6d-4f34-4a98-87b5-f3727cc5b82c,Regulier,2435c36d-ca8c-4ae2-edaa-08d8d8ac778a,47791557-c331-41a3-6a8d-08d875c8cb22,9b7ff25d-8215-480a-950d-632daec73a7b,f0c4b7be-e5cb-4be1-8f58-8c0c14619358,2025-04-29 16:40:15.506,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,da22f388-b6f3-4a90-abce-08dac0987fe5,2be88000-6d01-445f-9ed6-74295016ed2e,Regulier,a0fa4351-b809-445f-979f-08d951b830a8,926fd2ff-13c5-49df-cac8-08d853344c9f,75b7c7c5-a88b-4725-a442-94561d883f6d,0fcf3834-1270-41ce-89e5-bb69665ddec0,2025-04-29 16:40:15.631,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,bfcec40e-0b4a-4c29-0642-08dac1554909,3d683c99-ccb1-434a-a9f9-60330a534e68,,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,8eb4c633-57d8-489f-86cd-6ef543f44173,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-04-29 16:40:15.631,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,a0fa4351-b809-445f-979f-08d951b830a8,,e1ad594b-f752-4970-a5c1-08db72469712,7eeb5215-5eb4-4325-98f2-ea7478f90727,Regulier,a0fa4351-b809-445f-979f-08d951b830a8,de7db2b1-9bd8-42f5-cac6-08d853344c9f,72355124-d015-429b-9957-0b2baa7396f7,5d38a2ab-daf4-4363-b090-ef06c5a2a3af,2025-04-29 16:40:15.638,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,e2e04234-1cc0-4fcf-cc21-08db6b3fe7c2,b021b268-b23d-4213-8d1f-b23d75e45a7e,Regulier,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,0192c75e-e340-4903-002f-08d853345263,7079c6ec-d6b9-4d5b-93e4-240ecacd98eb,49d0e580-2902-4afe-a747-5d8889632b93,2025-04-29 16:40:15.638,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,31a0b707-c305-480b-2923-08db15e067e1,b021b268-b23d-4213-8d1f-b23d75e45a7e,Regulier,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,0192c75e-e340-4903-002f-08d853345263,2faa786b-9f48-49b9-b419-f11e54cdb3cf,49d0e580-2902-4afe-a747-5d8889632b93,2025-04-29 16:40:15.686,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,d80de76f-9f2b-4967-2922-08db15e067e1,b021b268-b23d-4213-8d1f-b23d75e45a7e,Regulier,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,0192c75e-e340-4903-002f-08d853345263,9042a926-add7-4c82-acaa-b302505aa22c,49d0e580-2902-4afe-a747-5d8889632b93,2025-04-29 16:40:15.686,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,e7ff5832-e980-42ca-3d5d-08db15dfb1cc,59fe7417-94af-4aa8-adbd-5aaa76c31e09,,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,083e74c3-be30-4777-8c0b-e85fe1decbd5,9d28978b-0959-4921-8e89-c572945f5957,2025-04-29 16:40:15.688,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,05920420-7d9f-43af-32d9-08db1613036d,59fe7417-94af-4aa8-adbd-5aaa76c31e09,,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,184ff113-5204-4c31-9b50-8e03d2f5122b,9d28978b-0959-4921-8e89-c572945f5957,2025-04-29 16:40:15.688,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,876133e2-c4f6-49da-dfc0-08db1963382b,0c18f223-515f-4c20-a2b3-47fd43f57bc9,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,41f3f887-d9a1-4514-b6cb-c287e9feff59,6e27166b-6ec9-43a7-8221-cc21f24072d8,2025-04-29 16:40:15.799,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,27d62c96-33c0-485e-9d2b-08db1959da83,0c18f223-515f-4c20-a2b3-47fd43f57bc9,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,fd8d6861-ce35-478b-9273-72f85674c6c3,6e27166b-6ec9-43a7-8221-cc21f24072d8,2025-04-29 16:40:15.799,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,cbfaf6e6-12b7-46fc-9d4e-08db1959da83,0c18f223-515f-4c20-a2b3-47fd43f57bc9,,cdffb3de-a3d8-425c-edaf-08d8d8ac778a,,541563ae-08db-48b9-93bf-b158a7f1d271,6e27166b-6ec9-43a7-8221-cc21f24072d8,2025-04-29 16:40:15.801,insert,false
631e3e17-c434-e711-aeae-6c3be516ae03,c1c05d3e-90c9-46ed-eda9-08d8d8ac778a,,cf3b040b-e919-4795-0545-08db1a6963b6,9e93b8fe-d3d8-4c4d-acb7-1badd5d436e6,,a0fa4351-b809-445f-979f-08d951b830a8,e31cf01d-908e-4134-8a08-08d8a195bcfe,d50c2a85-7a2e-43e0-963d-b99661bfee49,45b58093-f427-4cbb-bbca-20798b851658,2025-04-29 16:40:15.801,insert,false
